Restriction list
Note: Group entries are split in different rows.
Export date: 26-Mar-2025 20:14:16
Last updated 12-Nov-2024. Database contains 74 unique substances/entries.

"Substance Identifier"	""	
"Entry no."	""	



"Substance name"	"Description"	"EC No."	"CAS No."	"Entry no."	"Conditions"	"Appendices"	"Standards"	"History"	"Q&As"	"Remarks"	"First published"	
"Asbestos fibres"	""	"-"	"-"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Actinolite"	""	"-"	"77536-66-4"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Tremolite"	""	"-"	"77536-68-6"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Anthophyllite"	""	"-"	"77536-67-5"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Chrysotile asbestos"	""	"-"	"132207-32-0"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Asbestos, chrysotile"	""	"601-650-3"	"12001-29-5"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Crocidolite"	""	"-"	"12001-28-4"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Amosite"	""	"-"	"12172-73-5"	"06"	"https://echa.europa.eu/documents/10162/ea9dc42d-7656-8afd-09e4-d8b41fae2c9c"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006R1907-20241010&from=EN:#page=573"">Appendix 7</a>"	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.263.01.0033.01.ENG&toc=OJ:L:1983:263:TOC"">D 83/478/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1985.375.01.0001.01.ENG&toc=OJ:L:1985:375:TOC"">D 85/610/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1991.363.01.0036.01.ENG&toc=OJ:L:1991:363:TOC"">D 91/659/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1999.207.01.0018.01.ENG&toc=OJ:L:1999:207:TOC"">D 1999/77/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2016.165.01.0004.01.ENG&toc=OJ:L:2016:165:TOC"">R 2016/1005</a>"	""	""	"13-Jan-2016"	
"Tris(aziridinyl)phosphinoxide"	""	"208-892-5"	"545-55-1"	"07"	"https://echa.europa.eu/documents/10162/48077533-21cf-40dc-a8a8-d32408b8cda4"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Polybromobiphenyls, Polybrominatedbiphenyls (PBB)"	""	"-"	"-"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Decabromo-1,1'-biphenyl"	""	"237-137-2"	"13654-09-6"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Hexabromo-1,1'-biphenyl"	""	"252-994-2"	"36355-01-8"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"4-bromobiphenyl"	""	"202-176-6"	"92-66-0"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"4,4'-dibromobiphenyl"	""	"202-198-6"	"92-86-4"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Tetrabromo(tetrabromophenyl)benzene"	""	"248-696-7"	"27858-07-7"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Polybromobiphenyls, Polybrominatedbiphenyls (PBB)"	""	"-"	"59536-65-1"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Polybrominated biphenyls (PBB) except hexabromo-biphenyl"	""	"-"	"-"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Nonabromo-1,1'-biphenyl"	""	"248-637-5"	"27753-52-2"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"3-bromobiphenyl"	""	"218-304-9"	"2113-57-7"	"08"	"https://echa.europa.eu/documents/10162/bdd717aa-7466-40ce-8a46-08c83ecc3aeb"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1522"">entry 1522</a>"	""	"13-Jan-2016"	
"Entry 9"	""	"-"	"-"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"o-Nitrobenzaldehyde"	""	"209-025-3"	"552-89-6"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Benzidine and / or its derivatives"	""	"-"	"-"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Soap bark powder (Quillaja saponaria) and its derivatives containing saponines"	"Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Quillaja saponaria, Rosaceae."	"273-620-4"	"68990-67-0"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Powder of the roots of Veratrum album and Veratrum nigrum"	""	"-"	"-"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Wood powder"	""	"-"	"-"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Powder of the roots of Helleborus viridis and Helleborus niger"	""	"-"	"-"	"09"	"https://echa.europa.eu/documents/10162/bc246292-b01b-4203-90b7-a4ba81a6780b"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Entry 10"	""	"-"	"-"	"10"	"https://echa.europa.eu/documents/10162/1c454ceb-4a7e-4d11-bde6-59bb4bfe7bb5"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Ammonium polysulphide"	""	"232-989-1"	"9080-17-5"	"10"	"https://echa.europa.eu/documents/10162/1c454ceb-4a7e-4d11-bde6-59bb4bfe7bb5"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Ammonium sulphide"	""	"235-223-4"	"12135-76-1"	"10"	"https://echa.europa.eu/documents/10162/1c454ceb-4a7e-4d11-bde6-59bb4bfe7bb5"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Ammonium hydrogen sulphide"	""	"235-184-3"	"12124-99-1"	"10"	"https://echa.europa.eu/documents/10162/1c454ceb-4a7e-4d11-bde6-59bb4bfe7bb5"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1983.147.01.0009.01.ENG&toc=OJ:L:1983:147:TOC"">D 83/264/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
